twitter,emoticon,sentiment score,sentiment feature,generalized feature
 IAM BORED.,0,-0.2732,negative,1
 id forgotten how upsetting this is.,0,-0.6124,very negative,0
 i'd rather have you and my girlfriend at my crib runnin round naked  girl gotta girlfriend on in bed.. Nice work @MamsTaylor,0,0.4215,positive,2
 idk wat to do! someone get me out of this house... fast.... to much tension that i dont even noe about! (left out),0,-0.508,very negative,0
 idk why but my heart just sank when i saw that.,0,-0.0516,negative,1
 If everyone in the world lived like me we would need 3.1 planets to support us.  http://tinyurl.com/lt4q4m,0,0.6369,very positive,3
 if i didn't have karen + mia at this moment i think i would start crying. maybe i'd start crying anyway.,0,-0.6499,very negative,0
#NAME?,0,0,positive,2
 If you follow me ill follow you back and give you a free blowjob!,0,0.2003,positive,2
 ight bro,0,0,positive,2
 I?¢¯¨öm feeling greate ,0,0.128,positive,2
 ily all my frendsssss &lt;3&lt;3&lt;3,0,0.6597,very positive,3
 I'M A GOOD LOOSER,0,0.4404,positive,2
 I'm afraid that Sony will make me want a PS3.,0,0.0772,positive,2
 im all alone they all went to garage sales,0,-0.25,negative,1
 im being serious. I have many stories. Cso believes me,0,-0.0772,negative,1
 i'm bored &amp; apparently everyone hates me tonight.,0,-0.6124,very negative,0
 im bummed about my grades this yr. my GPA has been flushed down the toilet  wut a bummer,0,-0.3818,negative,1
 I'm depressed. Again.,0,-0.5106,very negative,0
- I'm doing Shalah's nails. Wootness. ,0,0,positive,2
 i'm feeling so weak... come on sugar... go back to ur level... come on!!!     ,0,0.3348,positive,2
 I'm feeling under the weather 2 day ,0,0.128,positive,2
- I'm getting irritated @ this &quot;Brittany F***ed Videos&quot; following me under 1000 names. I'VE BLOCKED YOU 30 TIMES 2DAY. Just STOP already! ,0,-0.8425,very negative,0
 I'm getting my ass beat n bowling again.,0,-0.5423,very negative,0
 I'm going to miss a lot of F1; I'm going out with the family for my parent's anniversary. anyone willing to text me results? ahaha,0,-0.1531,negative,1
 Im gonna miss those kiddy winks *sigh*,0,-0.1531,negative,1
 I'm gonna smile like nothing's wrong.Talk like everything's perfect ,0,0.8807,very positive,3
 im hungry :/ what to have to eat.,0,-0.34,negative,1
 I'm hungry,0,0,positive,2
 I'm ill,0,-0.4215,negative,1
 im in such a good mood right now guys.,0,0.4404,positive,2
 im jealousssssss lol..layed up in bed doing h.w..,0,0,positive,2
 i'm just lost,0,-0.3182,negative,1
- I'm like so on the radio right now. - http://xrl.us/bevpth - or 97.4FM if you are in #Canterbury and wanna hear some #music and me!  x,0,0.4199,positive,2
 I'M LOCKED OUTTA MY HOUSE...AND MY DAD ISN'T PICKING UP HIS FREAKING PHONE...aish.,0,-0.5473,very negative,0
 im lonly,0,0,positive,2
 I'm mad at myself,0,-0.4939,negative,1
 soooo whats the plan for you last remaining day of freedom,0,0.6369,very positive,3
 sooooo bored dont no what to do... any ideas?,0,-0.0547,negative,1
 sorrrry it wasn't meant to be.,0,0,positive,2
 sorry baby....gonna go to sleep than wake up for work again.,0,-0.0772,negative,1
 sorry my postg seems unable to help anymore.,0,0.34,positive,2
 sorry my twats are all complaints. But i don't want to go to the ER. ,0,-0.4976,negative,1
 sorry to hear that,0,-0.0772,negative,1
 Sorry. Just think - 2.5 hrs till 2 days off!,0,-0.1511,negative,1
#NAME?,0,0,positive,2
 sounds like dancing is fun! I wanted to go. People are mean for not inviting!,0,0.6621,very positive,3
 Sounds painful. Will you be able to get it fixed at the dentist?,0,-0.4404,negative,1
 spambots descended... but not for scholarships... I'm signing off... ,0,0,positive,2
 spanish exam tomorrow. Hello Ten pages of hell? S_,0,-0.6808,very negative,0
 Speedy got screwed... pass interference damn it,0,-0.4019,negative,1
 spoke too late,0,0,positive,2
 SRK has some health problem in this movie which he can't tell to even his closed ones.. I can so much relate to this..,0,-0.4019,negative,1
 srsly I understood you first time. I was just think of the answer for 1.5 seconds. Repeating in &lt;English just pissed me off.,0,-0.6369,very negative,0
 Star Defense isn't updating for me ,0,0.128,positive,2
 starbucks tonight! I love my dysfunctional family.,0,0.6696,very positive,3
 steak and shrimp i'm excited,0,0.34,positive,2
 still haven't left the resort area. Big breakfast and some minor issues with the front desk. Free transportaion is nice but kind of slow,0,0.4678,positive,2
 still tired after nap,0,-0.4404,negative,1
 Still waiting for that bus. Hope it comes soon. Then on another bus to my way home. (Waits patiently),0,0.4404,positive,2
 still waiting for the goal by MAN U !!!,0,0,positive,2
 Still worried about Adam.... Going to Ryan's for another attempt at a bonfire,0,-0.296,negative,1
 stomach hurts. Cough. Headache. Getting more sick.. FML,0,-0.4767,negative,1
 Stray Cats ~ Stray Cat Strut ?¢â? http://blip.fm/~890vq,0,0,positive,2
 stressed now. I'm going away no worries. Taking a couple days off,0,-0.7506,very negative,0
#NAME?,0,0,positive,2
 Stressed!,0,-0.4003,negative,1
#NAME?,0,0,positive,2
 such bad luck,0,-0.128,negative,1
 sunrise  worth waiting for ,0,0.2263,positive,2
 suns gone  ohh well best go to work!!!,0,0.8007,very positive,3
 super bummed.,0,0.5994,very positive,3
 super tired and bloated with foodsss... dun feel like bathing at all :X,0,0.5423,very positive,3
 i'm missing my first game of the season. damn flu. go @Essendon_FC!,0,-0.7777,very negative,0
 i'm not allowed to dye my hair ginger  WHYYY dammit,0,0,positive,2
 im not even allowed my eye drops,0,0,positive,2
 I'm not going to be here when our Chickens arrive.....,0,0,positive,2
 Im not putting no weave inmy head though! Gonna have to deal w/ my short cut! @bheaird,0,-0.2013,negative,1
 I'm not very well! ):,0,0.2021,positive,2
 i'm off,0,0,positive,2
 i'm off. earache unbearable. gunna get my drops &amp; read my boooook. talk to yous tomorrow.,0,0,positive,2
 I'm really going to sleep now,0,0,positive,2
 I'm rlly rlly rlly rlly rlly bored.,0,-0.2732,negative,1
 im sick.  hopefully ill get better by tomorrow.  i want to take a training class at work,0,-0.0516,negative,1
 i'm so angry. I want to cry. I just an upset.,0,-0.8278,very negative,0
 I'm So Bored It's Unbelievable ,0,-0.0847,negative,1
 I'm so confused...,0,0,positive,2
 im so fucking sick of trying and failing.,0,-0.8004,very negative,0
- I'm so mad at my mom for not letting me and @amandabryant road trip to Iowa in July to see @VARSITYFC and @vfactory ,0,-0.5413,very negative,0
 im so sad,0,-0.5256,very negative,0
 i'm so sad.. theyre back together again. the boy of my dreams.. gonna be with the first love of his life again.,0,0.6369,very positive,3
 I'm so tired,0,-0.4927,negative,1
 i'm so tired.,0,-0.4927,negative,1
 i'm sooo hungry . . . i'm ready to be stuffed!,0,0.4199,positive,2
 i'm sorry i distracted you.,0,-0.4019,negative,1
 im such a baby.,0,0,positive,2
 I'm such a lonely bird.,0,-0.3612,negative,1
 im suddenly feeling very unliked,0,0.128,positive,2
 I'm super jealous of @arsmikal,0,0.2263,positive,2
 i'm supposed to See off some one at airport but this rain...,0,0,positive,2
 I'm the only one missing it smh.,0,-0.5423,very negative,0
 I'm tired...gonna go to bed most probably...hah gonna watch some TV and then hit the hay! ,0,0,positive,2
 im up and IIIIIIIIIIIIIMMMMMMMMM READY!!! I'M READY I'M READY I'M READY I'M READY lol ,0,0.963,very positive,3
 I'm very discouraged ...,0,-0.4576,negative,1
 Im watchin taken,0,0,positive,2
 Imissyou GUys.,0,0,positive,2
#NAME?,0,0,positive,2
 in love with some guy who lives in miami... Fail!,0,0.2481,positive,2
- in the lab right now cooking up sum FarOut Ent hotness --&gt; admire greatness at it works ,0,0.4767,positive,2
 init woo lol wait can you see the videos on the side?,0,0.7096,very positive,3
 Inky's eating crackers!,0,0,positive,2
 insomniac enjoying life @ 3:21AM.,0,0.5267,very positive,3
- Internet us up and it's down ,0,0,positive,2
#NAME?,0,0,positive,2
 iPhone 3.0 Update will be avalable June 18! http://www.apple.com/sg/iphone/softwareupdate/,0,0,positive,2
 Ipressed enter on accident! Boorrred*,0,-0.5255,very negative,0
 Is finishing off the semester,0,0,positive,2
#NAME?,0,0,positive,2
 Is no one around?,0,-0.296,negative,1
 is sad......www.whatkatedidnext.wordpress.com,0,0,positive,2
 is school over yet? Im ready for vacations already,0,0.3612,positive,2
 Is so ill and dizzy i feel so darn bad and am currently feeling so sorry for myself it hurts so bad i've never felt this bad..Laurina..x,0,-0.9447,very negative,0
#NAME?,0,0,positive,2
 it wont work ,0,0,positive,2
 its 11 already.,0,0,positive,2
 its 335!,0,0,positive,2
- it's 6 p.m. I should go home....good bye work! See you tomorrow! ,0,0,positive,2
 It's a not so happy Friday for @teddylandau who is currently ralphing in el bano. Hope it's not contagious,0,0.0432,positive,2
 its a wiccan wedding too.. I love this show @chelseafawcett,0,0.6369,very positive,3
 It's always great to hear from old friends....even if it is late at night,0,0.6249,very positive,3
 it's cold outside going somewhere,0,0,positive,2
 it's dress up week again.. i hope this is the last.. it's summer guys... not the time to dress up...i'm now going to the office..,0,0.4404,positive,2
 it's friday but... i still have so much to do this weekend.,0,0,positive,2
#NAME?,0,0,positive,2
- It's Manillusion's 4th birthday! Stop by for good offers,0,0.2481,positive,2
 its okay caps. Theres still hope to tie the games win 3-3 on monday,0,0.8225,very positive,3
- Its only bley friday !!! What will the weekend bring us this time  BTW - Cars in for MOT - Hope it will pass 1st time.,0,0.5826,very positive,3
 its over,0,0,positive,2
 It's painful to watch da rest of this game,0,-0.4404,negative,1
 its raining again.:/,0,0,positive,2
 It's raining again.:/,0,0,positive,2
 It's raining in Hampton Roads,0,0,positive,2
 It's RAINING!! Nooo.. Can't Go Nowhere When It Rain's. It's Really Heavy! x,0,0,positive,2
 it's really really hot. good night twittererrs.,0,0.5334,very positive,3
 IT'S SO SAD,0,-0.5256,very negative,0
 its soooo cold out &amp; my bed is soooo warm! I don't wannaget up....,0,0.2942,positive,2
 its summer n iv got a cold,0,0,positive,2
- it's taken about 10 minutes to render a gradient on a banner I'm producing ,0,0,positive,2
 it's thunderstorming and August said he'd call me back.  I don't think he's going to... ,0,0,positive,2
- It's time for Kathleen to go to bed... waaaaay past time. Don't expect to hear from me before noon. lol  Have a BLESSED morning. ,0,0.8143,very positive,3
 it's time for poh to leave,0,-0.0516,negative,1
 I've already been cleaning for over an hour!!! So much more http://twitpic.com/67gzx,0,0,positive,2
 I've been saying since the beggining of the holidays I would get ALL my work finished. I've done none of it. Its in for tomorrow. Shit.,0,-0.25,negative,1
 ive broke my finger!!!,0,-0.5684,very negative,0
 I've had this horrible migrane all day long!! I'm in so much pain...even my eyes hurt!!,0,-0.8655,very negative,0
- I've just got back into coding again,0,0,positive,2
 i've lost my clearways.,0,-0.3182,negative,1
 I've never been so excited for school before.,0,0.4795,positive,2
 jaden is gone for two weeks,0,0,positive,2
 James couldn't get me a ticket. Numbers allowed are tight so shifts in the market pharmacy will need to be long @canddj,0,0,positive,2
 JBWCKZ today. going into boston and staying over my uncles w. my cousins I got the uninvited  fav movie  text,0,0.4588,positive,2
 JIMMY CAREY,0,0,positive,2
 Jon &amp; Kate  dont let the stupid tabloids ruin something thats lasted 10 years ='(,0,-0.2556,negative,1
- super tired! photo shoot day 2 tommorow!  i'm so exhausted! ahhh!,0,-0.7012,very negative,0
 sweet,0,0.4588,positive,2
 Talking while breathing in sounds really weird.,0,-0.2484,negative,1
 taylor alike has gone D;,0,-0.6841,very negative,0
 Ted is gone for three whole weeks on drill. I miss him already. Back to studying for my midterm..,0,-0.1531,negative,1
 telly has stopped working again  dammm thats sucky #fb,0,-0.5859,very negative,0
 text/call me,0,0,positive,2
 thank you,0,0.3612,positive,2
#NAME?,0,0,positive,2
 thanks for wishes guys,0,0.5423,very positive,3
 Thanks,0,0.4404,positive,2
 that ball coveres in oil or something?!?!? Stadium looks cold!!!,0,0,positive,2
 That guys superrr cuteee! Taking care of Juliana since she's sick,0,-0.1007,negative,1
 That is all.,0,0,positive,2
 that was a fun wedding... the bar was exquisite.,0,0.5106,very positive,3
 that was fucking nuts.....ill pass out soon right?? Nighty night!!,0,0,positive,2
 that was not the best day ,0,-0.5216,very negative,0
 that went really well. I love stacy!,0,0.8,very positive,3
 thats all i have to say,0,0,positive,2
 that's all i have to say,0,0,positive,2
 Thats cause the other one month buddy is cheating in this game,0,-0.5574,very negative,0
 Thats great to hear!. BTW what is your name?,0,0.6588,very positive,3
 that's not a cup of soup! that's rice pilaf  awww - LUNCH FAIL,0,-0.6731,very negative,0
- 'The Apprentice' Final tonight! ,0,0,positive,2
 The Aquabats are still without a label and so can not release their new album. Why cant anyone see that this one ios gonna be huge!,0,0.3802,positive,2
 the bean has a fever. She's acting fine,0,0.2023,positive,2
 the cavs are getting raped. Come on!!!! I got faith u you guys!!!,0,-0.6083,very negative,0
 the day don't look to bad now lol,0,0.6858,very positive,3
#NAME?,0,0,positive,2
 The Escapist are brokeded,0,0,positive,2
 The fam back on the Big Island said the vog has been so bad that they can't see the ocean. Sad!,0,-0.8353,very negative,0
#NAME?,0,0,positive,2
 the fed-ex guy came to the door,0,0,positive,2
 The Final Destination.. FD4  in 3-D this race track idea was awesome  August &lt;3,0,0.6249,very positive,3
 the part where the fire blows the place up.,0,-0.34,negative,1
 the result of a sunday night,0,0,positive,2
 The season ends,0,0,positive,2
 the stitches on my radiohead shirt are coming undone. wahhhh,0,0,positive,2
 the ultimate chaos #work ,0,-0.5719,very negative,0
 the weather has been really bad. Bad enought to cut out our cable. ,0,-0.8648,very negative,0
 the weather v hot tdy. It's killing me - http://tweet.sg,0,-0.6597,very negative,0
 there is a broken rainbow outside. It's pretty and 1 good part of my night,0,0.4588,positive,2
 there was a questionable something embedded in my sucker that didn't look edible..had to toss it,0,-0.6808,very negative,0
 is worried about Fifi,0,-0.296,negative,1
 isabelle had to take a trip to doggy hospital,0,0,positive,2
- isn't beer just Sparkling Water with alcohol in it ? ,0,-0.2235,negative,1
 it aint even sun here yet we still sleepin on this side of the world but thank you ,0,0.5023,very positive,3
 it didn't rain,0,0,positive,2
-- it doesn`t get any better than THIS ,0,0.4404,positive,2
 It feels like I'm the only one who isn't green! Franky it's giving me a heeadache &amp; I wish the Iranians would sort themselves out already,0,0.784,very positive,3
 it happens when you stop looking for it (and when you least expect it).  &lt;3.,0,-0.296,negative,1
 it is incredibly sexy watching Douglas get ready to work at 5 as attractive as humanly possible ,0,0.8439,very positive,3
 It looks like both my girls are bailing on the movie night  http://plurk.com/p/120n2f,0,0.3612,positive,2
 it rained so i couldn't do the k's for kids (n),0,0,positive,2
 It seems to get harder everyday with yu so far away &lt;3,0,0,positive,2
 it stopped!! silly take40.com,0,-0.3365,negative,1
- it's &quot;international donut day&quot; ??  it's strange but i just had one,0,-0.1926,negative,1
 It's a blessing and a curse. And as much as I love it,0,0.5994,very positive,3
 it's a good day. Maybe i can go to Adamzz?,0,0.4404,positive,2
 it's all blue skies,0,0,positive,2
- It's all gone Pete Tong... ,0,0,positive,2
 ITS AMAZING HOW A TWIT CAN COMPLETELY RUIN YOUR DAY... I AM SO SO SO SORRY AMANDA...,0,-0.346,negative,1
 It's an ugly day,0,-0.5106,very negative,0
 it's because of me!,0,0,positive,2
 it's d-dayyy! Gonna be listening to  that head automatica song all dayyy. Too bad I'm still sick ,0,-0.7959,very negative,0
 It's gone?¢æ? my delicious salad is?¢æ? GONE!!! TT^TT,0,0.7605,very positive,3
 its Monday tomorrow,0,0,positive,2
 its nice to be carefree with my bestie. we laugh,0,0.8442,very positive,3
 its not fair idk why he doesnt like me,0,-0.4168,negative,1
 its not fairrrrrr RAWR ,0,0,positive,2
 its not my last dayyy!,0,0,positive,2
 its okay Falla next year...,0,0.2263,positive,2
 its raining,0,0,positive,2
 its raining. Damn Manchester weather! Am trying to decide whether to cycle home or not,0,-0.4574,negative,1
 it's so nice and warm out but I'm stuck in this stupid cold diner,0,-0.6675,very negative,0
 it's so ugly when non-contextual,0,-0.5563,very negative,0
 It's starting to thunder. I can hear it rolling towards us..,0,0,positive,2
 it's sunny outside... but I'm inside...,0,0.2263,positive,2
 It's supposed to rain the day I'm supposed to go to the beach ,0,0,positive,2
 its too early to be looking after primary seven kids,0,0,positive,2
 iTunes won't load... Oh well gonna go on twitter some more! Yay,0,0.489,positive,2
 i've been on almost all day and my BFFL  has'nt came on yet ,0,0,positive,2
 ive clearly got oink flu,0,0.0258,positive,2
 I've finished my Oasis,0,0,positive,2
 I've got like the worst paper cut going,0,-0.5719,very negative,0
 Ive had enough I dont wanna be sick anymore...I didnt get sick once this year. why does it have to happen in JUNE!!!???,0,0.7795,very positive,3
 I've had enough twitter for today. I'm gonna go feel all dejected and rejected in WoW and then in front of the TV. Later,0,-0.4019,negative,1
 ive lost a follower :O,0,-0.5319,very negative,0
 Joseph Adam Jonas! You keep a smile on my face  Until you become unhappy then I am ,0,-0.1511,negative,1
 jst gen bummed out....,0,0,positive,2
 jury duty tomorrow. so not cool ,0,-0.305,negative,1
 jus chillin,0,0,positive,2
 just ,0,0,positive,2
 just a thought,0,0,positive,2
 just annoyed,0,-0.3818,negative,1
 Just back from dancing. Ahh ballet was SO hard,0,-0.3455,negative,1
 just been attacked by a massive bee,0,-0.4588,negative,1
 just figuring out this website...lol  Sang at the day-lilly festival earlier,0,0.4939,positive,2
 just finished chatting with my best friend in italy ... i reeeeaaaalllllly miss her!!! ,0,0.826,very positive,3
 Just found out that someone very special to me has breast cancer.,0,-0.3415,negative,1
 just watched the movie Wanted... it was pretty darn good.,0,0.7269,very positive,3
 just when i was thought i was doing something good,0,0.4404,positive,2
- Just wrapping up the day day at work.. leaving in 20mins woohoo! ,0,0.5562,very positive,3
 Katie Herzig tweeted my tattoo of her &quot;Jenny Lynn&quot; lyrics.  Check it! http://yfrog.com/0j90oj and check out her music!,0,0,positive,2
 keeeeep following me thanks to new followers tell your friends/fam/strangers/followers to follow me!!  much luv,0,0.5399,very positive,3
 Kicking it with Genesis. Being dramatic. Watching a chick flick. This is highly entertaining surprisingly. ,0,0.688,very positive,3
 kind of a bummer tht we can only choose between going to church or goin to the movies rather than going to both as originally planned,0,-0.3818,negative,1
 Kinda hurt u no longer follow me....@Bossmobb,0,-0.616,very negative,0
#NAME?,0,0,positive,2
 lack of sleep and everything = low mood and probably a not so fun night,0,-0.7782,very negative,0
 lalala. I feel like taking a bubble bath. I think I will.,0,0.3612,positive,2
 landed safely. but three hours late.,0,0.2732,positive,2
 laptop dead...we had a good 6 year run...,0,0.4404,positive,2
 last day in DC. This trip has been 100% rewarding.,0,0.5267,very positive,3
 i've lost five followers,0,-0.3182,negative,1
 Jack wake the fuck up! There's a boat!!,0,-0.6571,very negative,0
 jen and rick broke off their engagement !  At least jen can find a lot better,0,0.5255,very positive,3
 Jo Bros on Sportscenter; my show is ruined :wah:,0,-0.4767,negative,1
 joins leaving. I don't want him to leave ,0,-0.1083,negative,1
 JONAS BROTHERS ARE GONNA BE ON TOMORROW!! JONAS 4 EPISODE MARATHON!!  ~ FLY WITH ME VIDEO ~ &lt;3,0,0,positive,2
 Jonathon ross's show isnt working on the Iplayer! I hate this,0,-0.6114,very negative,0
#NAME?,0,0,positive,2
 Just  bathed spud! he's all nice and pretty,0,0.7424,very positive,3
 just 12 hours left of my 4 day weekend... 114.5 hours goes by fast!!!!,0,0,positive,2
#NAME?,0,0,positive,2
 just comfort,0,0.3612,positive,2
 Just did the GG quiz,0,0.4466,positive,2
 just finished 10k run and already booking in for more in the coming months! Such fun!,0,0.5972,very positive,3
 Just finished the last of my rations from @WholeFoods.  Why can't they open a store in Iowa!??!,0,0,positive,2
 Just found out a friend of mine's mother just passed ,0,0.4939,positive,2
 just found out an old friend of mine was killed........mann what is the world coming to?,0,0.4939,positive,2
 just found out my friend's dad passed away yesterday ,0,0,positive,2
 just found out that sam gullens died on sataday everyones dying rip sam god bless lewis only 20,0,0.0772,positive,2
 Just found out the school blocks out some websites,0,-0.2263,negative,1
 Just got all my packages from Adorama,0,0,positive,2
 just got done crying my eyes out to Armageddon....LOL,0,-0.4767,negative,1
 just got home from schoollll waitin for my momma to get home then goin to get @MitchelMusso's cd  &lt;3 exciteddd hahaha,0,0.5574,very positive,3
 just got my exam timetable,0,0,positive,2
 just got off work...,0,0,positive,2
 just got sad again,0,-0.4767,negative,1
 just had a call from kita,0,0,positive,2
 Just had my penis shortened,0,0,positive,2
 Just lost one of my best twitter buds. t'other'un isnt here either. anyone want a new TBF?! ,0,0.5411,very positive,3
 just noticed that it's #UnfollowSunday ,0,0,positive,2
 just plain sad,0,-0.4767,negative,1
#NAME?,0,0,positive,2
#NAME?,0,0,positive,2
 just The River by Garth Brooks it always makes the day better hearing that song........I think the words are sooooo true ,0,0.6908,very positive,3
 just up,0,0,positive,2
 Just went to my grandma's house..,0,0,positive,2
 keeping it chilled.,0,0,positive,2
 kein Stress!! ??¨ù @hemablokker please please hug Berlin wall from me,0,0.7044,very positive,3
 kibler got Lavalanche with brainbite.,0,0,positive,2
 kids at the cuz house! i'm so alone...,0,0,positive,2
-- Kill me.I want to die. Put a bullet in my heeeeaaaad.  Ten points if you can name the movie...  .... i miss my cell. ,0,-0.872,very negative,0
 Kind of a deal-breaker,0,0,positive,2
 There was already like,0,0.3612,positive,2
 there's so much music i want to have... horrible. i feel like i have done so many things today... but i haven't.. i love my bleached hair,0,-0.6975,very negative,0
 they are only journal posts,0,0,positive,2
 they cancelled Sarah Connor. At least we saw it coming,0,-0.25,negative,1
 they cancelled the guitar hero tournament ,0,0.3818,positive,2
 They cut the sound on one of them....,0,-0.2732,negative,1
 they never reply.,0,0,positive,2
 they r playing @jason_mraz at TGIF ,0,0.7034,very positive,3
 they say it's sold out. Epic fail!!,0,-0.6229,very negative,0
 they're gone. Lost my shite at the airport.,0,-0.3182,negative,1
 think +,0,0,positive,2
- think i caught something and refuse to get sick! ,0,-0.6996,very negative,0
 think postive,0,0,positive,2
 thinking about school haha,0,0.4588,positive,2
 thinking Esme needs a nap. she's still a baby. ill let her sleep. i shall not succumb just yet!,0,-0.4753,negative,1
 thinking I may need to go back to the dr. The more I walk,0,0,positive,2
 this bit in camp rock always makes me upset..&lt;3,0,0,positive,2
 this is so sad.,0,-0.6113,very negative,0
 this is so sad......,0,0,positive,2
 this is very sad,0,-0.5256,very negative,0
#NAME?,0,0,positive,2
 This makes me SO SAD http://bit.ly/tM7kp,0,-0.7058,very negative,0
 This mood is more shittysweet then bitter. At least it's FINALLY gettin fixed. UGH.,0,-0.7647,very negative,0
 this paper is gonna mak me suicidle before the day is out,0,0,positive,2
 this shall be fun..,0,0,positive,2
 this sickness will never end,0,0,positive,2
 this sux...why am I up!! I fell asleep at 8 now imide awake...noooooo hate jetlag ,0,-0.6467,very negative,0
 this thunder is scary. U woke me up and now i cant go back to sleeeep! lol.,0,-0.1759,negative,1
 This truly is annoying! I get online at 9:58pm and he has to leave for class at 10pm (10pm our time,0,-0.0752,negative,1
-- this weekend is goin` to be fun ,0,0.5106,very positive,3
 This will be my last week in town for a while...,0,0,positive,2
 thnx soph  nxt year is gona b so sad w/out soph ,0,-0.6113,very negative,0
-- time has been so skewerd by this cold I have no idea WHEN anything occurred anymore.  ... But it's a happy life.  *lol!* ,0,0.4199,positive,2
 time should go by,0,0,positive,2
 time to change to cs4. sooner or later.,0,0,positive,2
 Time to hate being female again http://plurk.com/p/xpy36,0,-0.5719,very negative,0
 time to move on with life this means that I can't wait for next year !! I can't believe I just said that,0,0,positive,2
 tire popped and lonely.. Eff this friday.,0,0,positive,2
 tired but it's all worth it. 2 days.,0,0.1027,positive,2
 tired to the highest level,0,-0.4404,negative,1
 tireds,0,0,positive,2
 today is a beautiful day.... love u all &lt;3,0,0.8442,very positive,3
 today is beautiful  &lt;3,0,0.5994,very positive,3
 today is gonna suck.,0,-0.4404,negative,1
 today is startin off shakey. jus found out a friend of mine mother is in icu. damn yo. I'm cryin like its my mom and I never met her.,0,0.4588,positive,2
 Today was a good Day!,0,0.4926,positive,2
 today was great. For not including  my other favourite,0,0.6249,very positive,3
 Last day of the holidays tomorrow.. Depressing!!,0,0,positive,2
 last English lesson today. I bet no ones going to turn up except for me -_-,0,-0.296,negative,1
- last minute 3-hour session in the studio...just got done. tired. ,0,-0.4404,negative,1
 lastfm is down,0,0,positive,2
 laura just txt me sayin about CA for *300 return flights! Let's all do that instead!,0,0,positive,2
 layingg down........ textttt me !!!!!,0,0,positive,2
 leaving,0,0,positive,2
 leaving for camp in the morning.,0,0,positive,2
 leaving wildwood is not fun. :/ farewell you swell land. i love you.,0,0.5475,very positive,3
 leaving work two hours early.,0,0,positive,2
 Leaving. Unhappy about it but if I walk 4M in rain I will get sick. Sad tho.,0,-0.8885,very negative,0
 left my new scarf in Gail's car. Really sick of the rain,0,-0.5563,very negative,0
#NAME?,0,0,positive,2
 life goes on right? G'night.,0,0,positive,2
 life iS Good,0,0.4404,positive,2
 Life is life.......i am having my time of my life.... !,0,0,positive,2
 life is taking a lot of energy out of me atm. working today with a girl i hate! and have to usher children into sunday school to sing...,0,-0.4389,negative,1
 life isn't always good right?,0,-0.3412,negative,1
 lol... I'm going to bed... the world wide web search for the jeans has resulted in utter disappointment...  http://lookbook.nu/look/31895,0,0,positive,2
 long day,0,0,positive,2
 looked everywhere for these poem. only have a few notes that i made during prelims ,0,0,positive,2
 looks like im not going anywhere this summer! being poor sucks!,0,-0.5696,very negative,0
 lost my pic there???,0,-0.4291,negative,1
 love you lex,0,0.6369,very positive,3
 Love your crockpot? &quot;One Week of Easy Crock-Pot Desserts - Associated Content&quot; ( http://tinyurl.com/m4gnor ),0,0.7964,very positive,3
- loved the first Late Night with Conan!! ,0,0.6688,very positive,3
 loves being alone all the time.,0,0.4019,positive,2
 lub you too baby!,0,0,positive,2
 lucky beggar you are @warothe,0,0.4215,positive,2
 Lucky has disapeared Let out. Maureen this morning and locky had gone. Could it be MrRat? So upset  )-.:,0,-0.024,negative,1
 maan,0,0,positive,2
 Magic lost . ! they played so well. ! Maybe things will be better at home for Orlando . ! Good Luck . !,0,0.9154,very positive,3
 making lots of noise! My poor baby! I hurt you soooo much!,0,-0.8114,very negative,0
 Man I don't feel good...,0,0,positive,2
 Man I hate the BNP. The Greens are so great and its horrible to see them grouped down with such a horrible party in seats ._.,0,-0.4135,negative,1
 man this sucks. i really wanted to see @Big_Sean tomorrow.,0,-0.3612,negative,1
 man,0,0,positive,2
 marco! *waits for thumbdrive to reply* rarrrrrrrgrrrr MARCOOOO!,0,0,positive,2
 Maria is a loser. She sucks at point break,0,-0.7096,very negative,0
 Mas Que Nada by Sergio Mendes is the Black Eyed Peas one. Not the proper one.,0,0,positive,2
 massive headache,0,0,positive,2
 Maths G.C.S.E tomorrow why ? haha listening to McFly and watching beat the star x,0,0.4588,positive,2
 maths test tomz ,0,0,positive,2
 may not be able to goto the mmvas tomorrow FUCK,0,-0.6408,very negative,0
 Maybe if I pay somebody they'll take care of me. I need a personal nurse.,0,0.4215,positive,2
- today's Grand Rounds brought me back to my Physiology and Cell Hell days ,0,-0.3818,negative,1
- tomorrow is my baby's 4th birthday! She's getting so big....not a baby anymore!  ,0,0,positive,2
 TOO HOT!! I WANT RAIN!!!! and everyone complains when it rains,0,-0.4088,negative,1
 too many twitter txts cant get them on my phone anymore,0,0,positive,2
 too scared to sleep. Watch too may damn silent hill videos.,0,-0.6808,very negative,0
 toooooo slow!!!!!!!!!!!,0,0,positive,2
#NAME?,0,0,positive,2
 totally left it too late to book a holiday without being ripped off.  Any tip offs anyone? Something cheap and warm from the 6th July.,0,0.5574,very positive,3
 touchin the starss,0,0,positive,2
 TOWED MY FXCKING SHIT!!,0,-0.6351,very negative,0
 tried to make soup but my mommas tastes so much better... At least all the ingredients are cook properly this time,0,0,positive,2
 tummy ache.,0,-0.3818,negative,1
 turns out he isn't,0,0,positive,2
 Twitter for Google Desktop. So I don't have to tweet in a window. ,0,0,positive,2
 twitter is not sending tweets to my phone AHHHHH,0,0,positive,2
 twitter is working on my iPhone again,0,0,positive,2
